Year,Cause Name,State,Age-adjusted Death Rate
2016,Alzheimer's disease,New York,13.1
2015,Alzheimer's disease,New York,12.6
2014,Alzheimer's disease,New York,10.7
2013,Alzheimer's disease,New York,10.4
2012,Alzheimer's disease,New York,10.9
2011,Alzheimer's disease,New York,10.8
2010,Alzheimer's disease,New York,11.3
2009,Alzheimer's disease,New York,10.5
2008,Alzheimer's disease,New York,10.3
2007,Alzheimer's disease,New York,9.1
2006,Alzheimer's disease,New York,9.4
2005,Alzheimer's disease,New York,9.7
2004,Alzheimer's disease,New York,9.5
2003,Alzheimer's disease,New York,9.0
2002,Alzheimer's disease,New York,8.9
2001,Alzheimer's disease,New York,8.5
2000,Alzheimer's disease,New York,7.8
1999,Alzheimer's disease,New York,7.0
2016,Alzheimer's disease,North Carolina,37.2
2015,Alzheimer's disease,North Carolina,34.8
2014,Alzheimer's disease,North Carolina,30.5
2013,Alzheimer's disease,North Carolina,27.7
2012,Alzheimer's disease,North Carolina,28.4
2011,Alzheimer's disease,North Carolina,29.3
2010,Alzheimer's disease,North Carolina,30.3
2009,Alzheimer's disease,North Carolina,29.2
2008,Alzheimer's disease,North Carolina,29.8
2007,Alzheimer's disease,North Carolina,28.7
2006,Alzheimer's disease,North Carolina,27.3
2005,Alzheimer's disease,North Carolina,30.5
2004,Alzheimer's disease,North Carolina,28.4
2003,Alzheimer's disease,North Carolina,28.3
2002,Alzheimer's disease,North Carolina,26.6
2001,Alzheimer's disease,North Carolina,24.6
2000,Alzheimer's disease,North Carolina,24.3
1999,Alzheimer's disease,North Carolina,20.8
2016,Alzheimer's disease,North Dakota,35.3
2015,Alzheimer's disease,North Dakota,36.7
2014,Alzheimer's disease,North Dakota,36.2
2013,Alzheimer's disease,North Dakota,36.6
2012,Alzheimer's disease,North Dakota,36.6
2011,Alzheimer's disease,North Dakota,41.5
2010,Alzheimer's disease,North Dakota,37.2
2009,Alzheimer's disease,North Dakota,39.0
2008,Alzheimer's disease,North Dakota,33.1
2007,Alzheimer's disease,North Dakota,42.0
2006,Alzheimer's disease,North Dakota,34.4
2005,Alzheimer's disease,North Dakota,31.5
2004,Alzheimer's disease,North Dakota,34.4
2003,Alzheimer's disease,North Dakota,37.5
2002,Alzheimer's disease,North Dakota,33.7
2001,Alzheimer's disease,North Dakota,25.5
2000,Alzheimer's disease,North Dakota,24.0
1999,Alzheimer's disease,North Dakota,18.1
2016,Alzheimer's disease,Ohio,33.4
2015,Alzheimer's disease,Ohio,31.1
2014,Alzheimer's disease,Ohio,27.7
2013,Alzheimer's disease,Ohio,26.0
2012,Alzheimer's disease,Ohio,27.4
2011,Alzheimer's disease,Ohio,28.5
2010,Alzheimer's disease,Ohio,29.7
2009,Alzheimer's disease,Ohio,28.5
2008,Alzheimer's disease,Ohio,32.0
2007,Alzheimer's disease,Ohio,27.9
2006,Alzheimer's disease,Ohio,27.7
2005,Alzheimer's disease,Ohio,27.7
2004,Alzheimer's disease,Ohio,23.7
2003,Alzheimer's disease,Ohio,23.7
2002,Alzheimer's disease,Ohio,21.7
2001,Alzheimer's disease,Ohio,20.0
2000,Alzheimer's disease,Ohio,19.7
1999,Alzheimer's disease,Ohio,18.2
2016,Alzheimer's disease,Oklahoma,36.1
2015,Alzheimer's disease,Oklahoma,34.7
2014,Alzheimer's disease,Oklahoma,28.9
2013,Alzheimer's disease,Oklahoma,27.6
2012,Alzheimer's disease,Oklahoma,26.3
2011,Alzheimer's disease,Oklahoma,28.2
2010,Alzheimer's disease,Oklahoma,26.1
2009,Alzheimer's disease,Oklahoma,25.8
2008,Alzheimer's disease,Oklahoma,28.0
2007,Alzheimer's disease,Oklahoma,24.8
2006,Alzheimer's disease,Oklahoma,25.2
2005,Alzheimer's disease,Oklahoma,28.0
2004,Alzheimer's disease,Oklahoma,24.2
2003,Alzheimer's disease,Oklahoma,22.1
2002,Alzheimer's disease,Oklahoma,21.1
2001,Alzheimer's disease,Oklahoma,19.0
2000,Alzheimer's disease,Oklahoma,17.7
1999,Alzheimer's disease,Oklahoma,15.4
2016,Alzheimer's disease,Oregon,34.8
2015,Alzheimer's disease,Oregon,33.0
2014,Alzheimer's disease,Oregon,28.5
2013,Alzheimer's disease,Oregon,27.2
2012,Alzheimer's disease,Oregon,27.9
2011,Alzheimer's disease,Oregon,28.3
2010,Alzheimer's disease,Oregon,28.5
2009,Alzheimer's disease,Oregon,27.3
2008,Alzheimer's disease,Oregon,29.8
2007,Alzheimer's disease,Oregon,27.9
2006,Alzheimer's disease,Oregon,29.4
2005,Alzheimer's disease,Oregon,30.5
2004,Alzheimer's disease,Oregon,31.8
2003,Alzheimer's disease,Oregon,29.8
2002,Alzheimer's disease,Oregon,29.6
2001,Alzheimer's disease,Oregon,27.6
2000,Alzheimer's disease,Oregon,25.0
1999,Alzheimer's disease,Oregon,24.1
2016,Alzheimer's disease,Pennsylvania,21.7
2015,Alzheimer's disease,Pennsylvania,21.0
2014,Alzheimer's disease,Pennsylvania,18.3
2013,Alzheimer's disease,Pennsylvania,17.4
2012,Alzheimer's disease,Pennsylvania,18.9
2011,Alzheimer's disease,Pennsylvania,19.1
2010,Alzheimer's disease,Pennsylvania,20.0
2009,Alzheimer's disease,Pennsylvania,20.0
2008,Alzheimer's disease,Pennsylvania,22.1
2007,Alzheimer's disease,Pennsylvania,20.3
2006,Alzheimer's disease,Pennsylvania,19.6
2005,Alzheimer's disease,Pennsylvania,20.7
2004,Alzheimer's disease,Pennsylvania,20.2
2003,Alzheimer's disease,Pennsylvania,18.3
2002,Alzheimer's disease,Pennsylvania,17.8
2001,Alzheimer's disease,Pennsylvania,17.6
2000,Alzheimer's disease,Pennsylvania,16.5
1999,Alzheimer's disease,Pennsylvania,14.4
2016,Alzheimer's disease,Rhode Island,26.7
2015,Alzheimer's disease,Rhode Island,28.8
2014,Alzheimer's disease,Rhode Island,25.9
2013,Alzheimer's disease,Rhode Island,22.3
2012,Alzheimer's disease,Rhode Island,19.8
2011,Alzheimer's disease,Rhode Island,21.1
2010,Alzheimer's disease,Rhode Island,22.6
2009,Alzheimer's disease,Rhode Island,21.7
2008,Alzheimer's disease,Rhode Island,24.4
2007,Alzheimer's disease,Rhode Island,22.2
2006,Alzheimer's disease,Rhode Island,20.4
2005,Alzheimer's disease,Rhode Island,20.9
2004,Alzheimer's disease,Rhode Island,20.1
2003,Alzheimer's disease,Rhode Island,22.0
2002,Alzheimer's disease,Rhode Island,19.5
2001,Alzheimer's disease,Rhode Island,18.8
2000,Alzheimer's disease,Rhode Island,18.4
1999,Alzheimer's disease,Rhode Island,17.0
2016,Alzheimer's disease,South Carolina,45.3
2015,Alzheimer's disease,South Carolina,46.2
2014,Alzheimer's disease,South Carolina,37.4
2013,Alzheimer's disease,South Carolina,32.4
2012,Alzheimer's disease,South Carolina,33.6
2011,Alzheimer's disease,South Carolina,33.1
2010,Alzheimer's disease,South Carolina,34.7
2009,Alzheimer's disease,South Carolina,33.4
2008,Alzheimer's disease,South Carolina,34.7
2007,Alzheimer's disease,South Carolina,33.6
2006,Alzheimer's disease,South Carolina,34.1
2005,Alzheimer's disease,South Carolina,34.3
2004,Alzheimer's disease,South Carolina,33.3
2003,Alzheimer's disease,South Carolina,28.8
2002,Alzheimer's disease,South Carolina,27.1
2001,Alzheimer's disease,South Carolina,24.9
2000,Alzheimer's disease,South Carolina,25.1
1999,Alzheimer's disease,South Carolina,20.5
2016,Alzheimer's disease,South Dakota,37.1
2015,Alzheimer's disease,South Dakota,34.8
2014,Alzheimer's disease,South Dakota,36.2
2013,Alzheimer's disease,South Dakota,35.0
2012,Alzheimer's disease,South Dakota,39.4
2011,Alzheimer's disease,South Dakota,36.7
2010,Alzheimer's disease,South Dakota,35.9
2009,Alzheimer's disease,South Dakota,36.8
2008,Alzheimer's disease,South Dakota,37.4
2007,Alzheimer's disease,South Dakota,32.1
2006,Alzheimer's disease,South Dakota,31.0
2005,Alzheimer's disease,South Dakota,28.3
2004,Alzheimer's disease,South Dakota,23.9
2003,Alzheimer's disease,South Dakota,17.5
2002,Alzheimer's disease,South Dakota,17.0
2001,Alzheimer's disease,South Dakota,16.0
2000,Alzheimer's disease,South Dakota,18.5
1999,Alzheimer's disease,South Dakota,16.3
2016,Alzheimer's disease,Tennessee,44.2
2015,Alzheimer's disease,Tennessee,43.4
2014,Alzheimer's disease,Tennessee,38.1
2013,Alzheimer's disease,Tennessee,36.9
2012,Alzheimer's disease,Tennessee,36.3
2011,Alzheimer's disease,Tennessee,39.5
2010,Alzheimer's disease,Tennessee,38.5
2009,Alzheimer's disease,Tennessee,35.4
2008,Alzheimer's disease,Tennessee,39.9
2007,Alzheimer's disease,Tennessee,38.2
2006,Alzheimer's disease,Tennessee,36.3
2005,Alzheimer's disease,Tennessee,36.1
2004,Alzheimer's disease,Tennessee,29.3
2003,Alzheimer's disease,Tennessee,26.9
2002,Alzheimer's disease,Tennessee,24.0
2001,Alzheimer's disease,Tennessee,21.2
2000,Alzheimer's disease,Tennessee,19.2
1999,Alzheimer's disease,Tennessee,17.9
2016,Alzheimer's disease,Texas,37.8
2015,Alzheimer's disease,Texas,38.2
2014,Alzheimer's disease,Texas,30.0
2013,Alzheimer's disease,Texas,24.3
2012,Alzheimer's disease,Texas,24.6
2011,Alzheimer's disease,Texas,26.6
2010,Alzheimer's disease,Texas,26.8
2009,Alzheimer's disease,Texas,26.6
2008,Alzheimer's disease,Texas,28.6
2007,Alzheimer's disease,Texas,26.8
2006,Alzheimer's disease,Texas,27.9
2005,Alzheimer's disease,Texas,27.4
2004,Alzheimer's disease,Texas,26.4
2003,Alzheimer's disease,Texas,24.9
2002,Alzheimer's disease,Texas,23.9
2001,Alzheimer's disease,Texas,21.9
2000,Alzheimer's disease,Texas,20.5
1999,Alzheimer's disease,Texas,18.5
2016,Alzheimer's disease,Utah,39.3
2015,Alzheimer's disease,Utah,40.7
2014,Alzheimer's disease,Utah,26.7
2013,Alzheimer's disease,Utah,19.4
2012,Alzheimer's disease,Utah,19.9
2011,Alzheimer's disease,Utah,20.0
2010,Alzheimer's disease,Utah,19.3
2009,Alzheimer's disease,Utah,19.6
2008,Alzheimer's disease,Utah,22.5
2007,Alzheimer's disease,Utah,22.1
2006,Alzheimer's disease,Utah,22.7
2005,Alzheimer's disease,Utah,22.4
2004,Alzheimer's disease,Utah,23.6
2003,Alzheimer's disease,Utah,21.4
2002,Alzheimer's disease,Utah,19.9
2001,Alzheimer's disease,Utah,21.0
2000,Alzheimer's disease,Utah,23.6
1999,Alzheimer's disease,Utah,17.3
2016,Alzheimer's disease,Vermont,35.8
2015,Alzheimer's disease,Vermont,35.1
2014,Alzheimer's disease,Vermont,31.9
2013,Alzheimer's disease,Vermont,32.9
2012,Alzheimer's disease,Vermont,35.3
2011,Alzheimer's disease,Vermont,32.5
2010,Alzheimer's disease,Vermont,30.8
2009,Alzheimer's disease,Vermont,25.5
2008,Alzheimer's disease,Vermont,29.8
2007,Alzheimer's disease,Vermont,28.7
2006,Alzheimer's disease,Vermont,26.5
2005,Alzheimer's disease,Vermont,27.1
2004,Alzheimer's disease,Vermont,25.9
2003,Alzheimer's disease,Vermont,25.9
2002,Alzheimer's disease,Vermont,25.2
2001,Alzheimer's disease,Vermont,23.3
2000,Alzheimer's disease,Vermont,21.3
1999,Alzheimer's disease,Vermont,20.5
2016,Alzheimer's disease,Virginia,26.8
2015,Alzheimer's disease,Virginia,25.6
2014,Alzheimer's disease,Virginia,20.8
2013,Alzheimer's disease,Virginia,19.7
2012,Alzheimer's disease,Virginia,21.2
2011,Alzheimer's disease,Virginia,23.1
2010,Alzheimer's disease,Virginia,24.5
2009,Alzheimer's disease,Virginia,23.5
2008,Alzheimer's disease,Virginia,24.6
2007,Alzheimer's disease,Virginia,24.4
2006,Alzheimer's disease,Virginia,23.2
2005,Alzheimer's disease,Virginia,23.6
2004,Alzheimer's disease,Virginia,23.2
2003,Alzheimer's disease,Virginia,23.4
2002,Alzheimer's disease,Virginia,22.4
2001,Alzheimer's disease,Virginia,19.8
2000,Alzheimer's disease,Virginia,18.7
1999,Alzheimer's disease,Virginia,15.9
2016,Alzheimer's disease,Washington,40.7
2015,Alzheimer's disease,Washington,44.4
2014,Alzheimer's disease,Washington,43.6
2013,Alzheimer's disease,Washington,43.6
2012,Alzheimer's disease,Washington,43.8
2011,Alzheimer's disease,Washington,43.4
2010,Alzheimer's disease,Washington,43.6
2009,Alzheimer's disease,Washington,44.6
2008,Alzheimer's disease,Washington,47.1
2007,Alzheimer's disease,Washington,41.8
2006,Alzheimer's disease,Washington,39.3
2005,Alzheimer's disease,Washington,38.2
2004,Alzheimer's disease,Washington,37.9
2003,Alzheimer's disease,Washington,41.4
2002,Alzheimer's disease,Washington,39.0
2001,Alzheimer's disease,Washington,37.1
2000,Alzheimer's disease,Washington,33.4
1999,Alzheimer's disease,Washington,29.8
2016,Alzheimer's disease,West Virginia,31.7
2015,Alzheimer's disease,West Virginia,30.0
2014,Alzheimer's disease,West Virginia,25.5
2013,Alzheimer's disease,West Virginia,24.6
2012,Alzheimer's disease,West Virginia,25.3
2011,Alzheimer's disease,West Virginia,26.2
2010,Alzheimer's disease,West Virginia,26.0
2009,Alzheimer's disease,West Virginia,24.9
2008,Alzheimer's disease,West Virginia,29.7
2007,Alzheimer's disease,West Virginia,24.2
2006,Alzheimer's disease,West Virginia,22.8
2005,Alzheimer's disease,West Virginia,23.6
2004,Alzheimer's disease,West Virginia,23.3
2003,Alzheimer's disease,West Virginia,22.2
2002,Alzheimer's disease,West Virginia,19.2
2001,Alzheimer's disease,West Virginia,19.0
2000,Alzheimer's disease,West Virginia,17.2
1999,Alzheimer's disease,West Virginia,15.0
2016,Alzheimer's disease,Wisconsin,29.6
2015,Alzheimer's disease,Wisconsin,27.5
2014,Alzheimer's disease,Wisconsin,25.0
2013,Alzheimer's disease,Wisconsin,22.7
2012,Alzheimer's disease,Wisconsin,22.6
2011,Alzheimer's disease,Wisconsin,25.3
2010,Alzheimer's disease,Wisconsin,25.3
2009,Alzheimer's disease,Wisconsin,23.3
2008,Alzheimer's disease,Wisconsin,24.4
2007,Alzheimer's disease,Wisconsin,24.7
2006,Alzheimer's disease,Wisconsin,24.4
2005,Alzheimer's disease,Wisconsin,23.5
2004,Alzheimer's disease,Wisconsin,22.5
2003,Alzheimer's disease,Wisconsin,22.6
2002,Alzheimer's disease,Wisconsin,22.0
2001,Alzheimer's disease,Wisconsin,21.1
2000,Alzheimer's disease,Wisconsin,19.9
1999,Alzheimer's disease,Wisconsin,19.9
2016,Alzheimer's disease,Wyoming,21.2
2015,Alzheimer's disease,Wyoming,24.2
2014,Alzheimer's disease,Wyoming,26.6
2013,Alzheimer's disease,Wyoming,21.0
2012,Alzheimer's disease,Wyoming,21.5
2011,Alzheimer's disease,Wyoming,27.7
2010,Alzheimer's disease,Wyoming,27.2
2009,Alzheimer's disease,Wyoming,25.8
2008,Alzheimer's disease,Wyoming,24.3
2007,Alzheimer's disease,Wyoming,22.0
2006,Alzheimer's disease,Wyoming,22.7
2005,Alzheimer's disease,Wyoming,22.8
2004,Alzheimer's disease,Wyoming,22.4
2003,Alzheimer's disease,Wyoming,30.9
2002,Alzheimer's disease,Wyoming,27.0
2001,Alzheimer's disease,Wyoming,25.4
2000,Alzheimer's disease,Wyoming,23.1
1999,Alzheimer's disease,Wyoming,23.9
2016,Cancer,Alabama,174.0
2015,Cancer,Alabama,175.6
2014,Cancer,Alabama,177.6
2013,Cancer,Alabama,182.2
2012,Cancer,Alabama,185.2
2011,Cancer,Alabama,187.8
2010,Cancer,Alabama,191.7
2009,Cancer,Alabama,196.3
2008,Cancer,Alabama,197.5
2007,Cancer,Alabama,198.7
2006,Cancer,Alabama,199.4
2005,Cancer,Alabama,204.4
2004,Cancer,Alabama,204.5
2003,Cancer,Alabama,208.2
2002,Cancer,Alabama,208.3
2001,Cancer,Alabama,213.0
2000,Cancer,Alabama,215.4
1999,Cancer,Alabama,210.9
2016,Cancer,Alaska,158.7
2015,Cancer,Alaska,159.8
2014,Cancer,Alaska,164.2
2013,Cancer,Alaska,172.0
2012,Cancer,Alaska,166.5
2011,Cancer,Alaska,175.5
2010,Cancer,Alaska,176.9
2009,Cancer,Alaska,183.0
2008,Cancer,Alaska,181.1
2007,Cancer,Alaska,182.6
2006,Cancer,Alaska,177.8
2005,Cancer,Alaska,171.0
2004,Cancer,Alaska,184.2
2003,Cancer,Alaska,188.4
2002,Cancer,Alaska,189.8
2001,Cancer,Alaska,193.7
2000,Cancer,Alaska,208.2
1999,Cancer,Alaska,190.5
2016,Cancer,Arizona,136.8
2015,Cancer,Arizona,141.3
2014,Cancer,Arizona,142.7
2013,Cancer,Arizona,147.0
2012,Cancer,Arizona,148.6
2011,Cancer,Arizona,148.5
2010,Cancer,Arizona,154.2
2009,Cancer,Arizona,152.0
2008,Cancer,Arizona,153.2
2007,Cancer,Arizona,158.9
2006,Cancer,Arizona,160.0
2005,Cancer,Arizona,164.2
2004,Cancer,Arizona,167.5
2003,Cancer,Arizona,173.0
2002,Cancer,Arizona,173.2
2001,Cancer,Arizona,173.8
2000,Cancer,Arizona,177.9
1999,Cancer,Arizona,179.9
2016,Cancer,Arkansas,178.8
2015,Cancer,Arkansas,185.4
2014,Cancer,Arkansas,183.1
2013,Cancer,Arkansas,190.0
2012,Cancer,Arkansas,189.1
2011,Cancer,Arkansas,191.1
2010,Cancer,Arkansas,194.7
2009,Cancer,Arkansas,198.3
2008,Cancer,Arkansas,201.4
2007,Cancer,Arkansas,201.3
2006,Cancer,Arkansas,196.7
2005,Cancer,Arkansas,207.7
2004,Cancer,Arkansas,208.6
2003,Cancer,Arkansas,205.1
2002,Cancer,Arkansas,212.8
2001,Cancer,Arkansas,208.8
2000,Cancer,Arkansas,210.5
1999,Cancer,Arkansas,214.1
2016,Cancer,California,139.7
2015,Cancer,California,142.8
2014,Cancer,California,144.1
2013,Cancer,California,147.0
2012,Cancer,California,150.9
2011,Cancer,California,152.0
2010,Cancer,California,156.9
2009,Cancer,California,158.8
2008,Cancer,California,158.8
2007,Cancer,California,163.8
2006,Cancer,California,164.5
2005,Cancer,California,168.9
2004,Cancer,California,169.2
2003,Cancer,California,174.0
2002,Cancer,California,177.3
2001,Cancer,California,180.2
2000,Cancer,California,182.1
1999,Cancer,California,184.9
2016,Cancer,Colorado,137.1
2015,Cancer,Colorado,134.4
2014,Cancer,Colorado,136.0
2013,Cancer,Colorado,139.2
2012,Cancer,Colorado,143.1
2011,Cancer,Colorado,143.9
2010,Cancer,Colorado,149.5
2009,Cancer,Colorado,151.4
2008,Cancer,Colorado,150.9
2007,Cancer,Colorado,154.1
2006,Cancer,Colorado,157.5
2005,Cancer,Colorado,159.7
2004,Cancer,Colorado,159.4
2003,Cancer,Colorado,169.4
2002,Cancer,Colorado,173.7
2001,Cancer,Colorado,170.9
2000,Cancer,Colorado,170.0
1999,Cancer,Colorado,171.1
2016,Cancer,Connecticut,144.9
2015,Cancer,Connecticut,146.2
2014,Cancer,Connecticut,146.7
2013,Cancer,Connecticut,148.4
2012,Cancer,Connecticut,152.0
2011,Cancer,Connecticut,158.4
2010,Cancer,Connecticut,163.4
2009,Cancer,Connecticut,162.8
2008,Cancer,Connecticut,164.8
2007,Cancer,Connecticut,167.2
2006,Cancer,Connecticut,175.5
2005,Cancer,Connecticut,176.8
2004,Cancer,Connecticut,182.4
2003,Cancer,Connecticut,183.0
2002,Cancer,Connecticut,186.3
2001,Cancer,Connecticut,187.6
2000,Cancer,Connecticut,189.5
1999,Cancer,Connecticut,191.0
2016,Cancer,Delaware,170.8
2015,Cancer,Delaware,165.6
2014,Cancer,Delaware,167.3
2013,Cancer,Delaware,167.6
2012,Cancer,Delaware,177.0
2011,Cancer,Delaware,179.8
2010,Cancer,Delaware,185.7
2009,Cancer,Delaware,178.7
2008,Cancer,Delaware,193.3
2007,Cancer,Delaware,193.5
2006,Cancer,Delaware,190.7
2005,Cancer,Delaware,199.1
2004,Cancer,Delaware,208.3
2003,Cancer,Delaware,201.5
2002,Cancer,Delaware,194.8
2001,Cancer,Delaware,221.0
2000,Cancer,Delaware,203.3
1999,Cancer,Delaware,223.3
2016,Cancer,District of Columbia,160.1
2015,Cancer,District of Columbia,167.5
2014,Cancer,District of Columbia,178.6
2013,Cancer,District of Columbia,178.2
2012,Cancer,District of Columbia,178.8
2011,Cancer,District of Columbia,180.7
2010,Cancer,District of Columbia,178.3
2009,Cancer,District of Columbia,197.4
2008,Cancer,District of Columbia,201.6
2007,Cancer,District of Columbia,208.2
2006,Cancer,District of Columbia,210.5
2005,Cancer,District of Columbia,205.3
2004,Cancer,District of Columbia,206.4
2003,Cancer,District of Columbia,200.9
2002,Cancer,District of Columbia,231.8
2001,Cancer,District of Columbia,237.5
2000,Cancer,District of Columbia,238.3
1999,Cancer,District of Columbia,241.4
2016,Cancer,Florida,146.9
2015,Cancer,Florida,150.6
2014,Cancer,Florida,152.9
2013,Cancer,Florida,155.9
2012,Cancer,Florida,158.8
2011,Cancer,Florida,161.2
2010,Cancer,Florida,165.6
2009,Cancer,Florida,166.6
2008,Cancer,Florida,169.5
2007,Cancer,Florida,169.8
2006,Cancer,Florida,174.6
2005,Cancer,Florida,178.4
2004,Cancer,Florida,179.4
2003,Cancer,Florida,181.7
2002,Cancer,Florida,183.8
2001,Cancer,Florida,187.4
2000,Cancer,Florida,191.6
1999,Cancer,Florida,190.6
2016,Cancer,Georgia,160.2
2015,Cancer,Georgia,163.0
2014,Cancer,Georgia,165.5
2013,Cancer,Georgia,167.7
2012,Cancer,Georgia,169.1
2011,Cancer,Georgia,170.3
